Gen	Fittest  	F0QLam	Perfor	BestPrf  	F0QLam	Perfor	ZPC	ZFC	SC	NS	ES	SCT	SS	SA    	SNBP	GS      	Time	ETA      	Mem		Avg
15 	     1328	0.2089	0.2089	     1328	0.2089	0.2089	0	0	15	0	0	55.6	1/37	13/16	0	16/21/25	506.324	2 00:06:37	135MB 	0.1516840609849668
16 	     1328	0.2293	0.2293	     1328	0.2293	0.2293	0	0	15	0	0	66.7	1/37	14/17	0	17/21/24	519.471	1 21:43:13	50MB 	0.16205201078863704
17 	     1973	0.2446	0.2446	     1973	0.2446	0.2446	0	0	15	0	0	80.0	1/37	15/18	0	17/22/25	522.220	1 19:34:45	160MB 	0.16048676126143513
18 	     2029	0.2784	0.2784	     2029	0.2784	0.2784	0	0	15	0	0	96.0	1/37	16/19	2	17/20/23	533.564	1 17:42:16	50MB 	0.15250278454200894
19 	     2029	0.2402	0.2402	     2029	0.2402	0.2402	0	0	15	0	0	115.2	1/37	17/20	1	17/21/24	526.726	1 15:58:33	80MB 	0.16467845673654594
Gen	Fittest  	F0QLam	Perfor	BestPrf  	F0QLam	Perfor	ZPC	ZFC	SC	NS	ES	SCT	SS	SA    	SNBP	GS      	Time	ETA      	Mem		Avg
20 	     2096	0.2663	0.2663	     2096	0.2663	0.2663	0	0	15	0	0	138.2	1/37	18/21	0	17/20/25	551.701	1 14:32:17	64MB 	0.17728739626267376
21 	     2146	0.2527	0.2527	     2146	0.2527	0.2527	0	0	15	0	0	165.9	1/37	19/22	0	17/21/25	545.520	1 13:12:15	104MB 	0.1654869984177982
22 	     2157	0.2435	0.2435	     2157	0.2435	0.2435	0	0	15	0	0	199.0	1/37	20/23	1	17/20/23	569.866	1 12:06:51	53MB 	0.1693895318928887
23 	     2219	0.2254	0.2254	     2219	0.2254	0.2254	0	0	15	0	0	238.9	1/37	21/24	0	16/19/23	574.756	1 11:08:46	63MB 	0.16599620791042552
24 	     2242	0.2275	0.2275	     2242	0.2275	0.2275	0	0	15	0	0	286.6	1/37	22/25	1	17/21/25	588.115	1 10:19:41	93MB 	0.17331293984955431
25 	     1287	0.2570	0.2570	     1287	0.2570	0.2570	0	0	15	0	0	344.0	1/37	23/26	1	16/21/25	599.722	1 09:38:06	52MB 	0.15495654414681828
26 	     2332	0.2854	0.2854	     2332	0.2854	0.2854	0	0	15	0	0	412.7	1/37	24/27	1	16/21/25	612.880	1 09:03:39	105MB 	0.16679496391146792
27 	     2332	0.2294	0.2294	     2332	0.2294	0.2294	0	0	15	0	0	495.3	1/37	25/28	1	16/19/23	675.637	1 08:49:50	84MB 	0.15576919387368596
28 	     2406	0.2431	0.2431	     2406	0.2431	0.2431	0	0	15	0	0	594.4	1/37	26/29	1	17/20/23	621.227	1 08:20:41	70MB 	0.17145420990738214
29 	     1287	0.2183	0.2183	     1287	0.2183	0.2183	0	0	15	0	0	713.2	1/37	27/30	1	17/20/23	609.124	1 07:50:04	137MB 	0.16849394054973826
30 	     1328	0.2479	0.2479	     1328	0.2479	0.2479	0	0	15	0	0	855.9	1/37	28/31	1	15/20/24	611.847	1 07:22:22	32MB 	0.16519600737328624
31 	     2506	0.2602	0.2602	     2506	0.2602	0.2602	0	0	15	0	0	1027.0	1/37	29/32	0	17/22/25	634.428	1 07:02:51	53MB 	0.17017793655395508
32 	     1596	0.2492	0.2492	     1596	0.2492	0.2492	0	0	15	0	0	1232.5	1/37	30/33	0	17/21/25	643.911	1 06:46:57	107MB 	0.158299655306573
33 	     2570	0.2236	0.2236	     2570	0.2236	0.2236	0	0	15	0	0	1478.9	1/37	31/34	1	17/21/25	649.042	1 06:33:00	60MB 	0.16121299594056374
34 	     1287	0.2443	0.2443	     1287	0.2443	0.2443	0	0	15	0	0	1774.7	1/37	32/35	0	17/20/23	668.267	1 06:24:43	83MB 	0.16407512566622565
35 	     1596	0.2665	0.2665	     1596	0.2665	0.2665	0	0	15	0	0	2129.7	1/37	33/36	1	17/21/24	685.249	1 06:20:48	81MB 	0.16697419975318162
36 	     2703	0.2384	0.2384	     2703	0.2384	0.2384	0	0	15	0	0	2555.6	1/37	34/37	0	15/19/23	696.619	1 06:19:11	40MB 	0.16936852300868316
37 	     2714	0.2608	0.2608	     2714	0.2608	0.2608	0	0	15	0	0	3066.7	1/37	35/38	1	16/20/23	704.926	1 06:18:48	81MB 	0.17136654900569542
38 	     2759	0.2468	0.2468	     2759	0.2468	0.2468	0	0	15	0	0	3680.1	1/37	36/39	0	15/21/25	696.651	1 06:14:58	55MB 	0.16115009200339223
39 	     2792	0.2531	0.2531	     2792	0.2531	0.2531	0	0	15	0	0	4416.1	1/37	37/40	0	16/20/25	719.258	1 06:16:23	39MB 	0.17275233946594537
Gen	Fittest  	F0QLam	Perfor	BestPrf  	F0QLam	Perfor	ZPC	ZFC	SC	NS	ES	SCT	SS	SA    	SNBP	GS      	Time	ETA      	Mem		Avg
40 	     2822	0.2751	0.2751	     2822	0.2751	0.2751	0	0	15	0	0	5299.3	1/37	38/41	0	14/20/25	731.611	1 06:19:42	95MB 	0.1686406170620638
41 	     2882	0.2514	0.2514	     2882	0.2514	0.2514	0	0	15	0	0	6359.2	1/37	39/42	1	16/19/23	736.579	1 06:22:41	29MB 	0.17321726971981571
42 	     1287	0.2292	0.2292	     1287	0.2292	0.2292	0	0	15	0	0	7631.1	1/37	40/43	0	17/20/24	729.162	1 06:22:06	56MB 	0.1650675102776172
43 	     2964	0.2550	0.2550	     2964	0.2550	0.2550	0	0	15	0	0	9157.3	1/37	41/44	0	16/19/25	753.397	1 06:26:39	109MB 	0.1691142203761082
44 	     1287	0.2101	0.2101	     1287	0.2101	0.2101	0	0	15	0	0	10988.7	1/37	42/45	0	17/22/25	754.615	1 06:29:43	55MB 	0.1611592138514799
45 	     1621	0.2370	0.2370	     1621	0.2370	0.2370	0	0	15	0	0	13186.5	1/37	43/46	0	17/20/24	769.505	1 06:34:59	128MB 	0.15425418171228147
46 	     1287	0.2558	0.2558	     1287	0.2558	0.2558	0	0	15	0	0	15823.8	1/37	44/47	0	16/20/23	773.633	1 06:39:24	81MB 	0.16587684084387386
47 	     3085	0.2308	0.2308	     3085	0.2308	0.2308	0	0	15	0	0	18988.5	1/37	45/48	0	17/21/25	800.298	1 06:48:47	144MB 	0.16726161919388116
48 	     3113	0.2369	0.2369	     3113	0.2369	0.2369	0	0	15	0	0	22786.2	1/37	46/49	0	17/21/25	800.016	1 06:55:42	117MB 	0.1594122426182616
49 	     3113	0.2272	0.2272	     3113	0.2272	0.2272	0	0	15	0	0	27343.4	1/37	47/50	0	17/22/25	800.231	1 07:00:32	48MB 	0.15458314325295242
50 	     3190	0.2145	0.2145	     3190	0.2145	0.2145	0	0	15	0	0	32812.1	1/37	48/51	0	15/19/23	822.571	1 07:09:02	24MB 	0.16110460664711745
51 	     3255	0.2565	0.2565	     3255	0.2565	0.2565	0	0	15	0	0	39374.6	1/37	49/52	0	17/21/25	832.499	1 07:17:39	113MB 	0.17237482117671593
52 	     3255	0.2397	0.2397	     3255	0.2397	0.2397	0	0	15	0	0	47249.5	1/37	50/53	0	17/22/25	834.129	1 07:24:18	152MB 	0.1717707035588283
53 	     1621	0.2308	0.2308	     1621	0.2308	0.2308	0	0	15	0	0	56699.4	1/37	51/54	0	16/21/25	850.857	1 07:32:52	70MB 	0.15184665661232144
54 	     1596	0.2672	0.2672	     1596	0.2672	0.2672	0	0	15	0	0	68039.2	1/37	52/55	0	17/21/25	846.791	1 07:38:03	120MB 	0.15876777265586106
55 	     3383	0.2651	0.2651	     3383	0.2651	0.2651	0	0	15	0	0	81647.1	1/37	53/56	0	17/20/23	864.541	1 07:45:28	116MB 	0.16976083143084658
56 	     3434	0.2480	0.2480	     3434	0.2480	0.2480	0	0	15	0	0	97976.5	1/37	54/57	0	17/20/23	849.785	1 07:47:03	80MB 	0.16216255286160638
57 	     3447	0.2455	0.2455	     3447	0.2455	0.2455	0	0	15	0	0	117571.8	1/37	55/58	0	17/21/24	869.648	1 07:51:41	35MB 	0.14844154142865948
58 	     3447	0.2347	0.2347	     3447	0.2347	0.2347	0	0	15	0	0	141086.2	1/37	56/59	0	17/22/25	877.541	1 07:56:10	130MB 	0.16129432355656342
59 	     3523	0.2272	0.2272	     3523	0.2272	0.2272	0	0	15	0	0	169303.4	1/37	57/60	0	17/21/25	897.023	1 08:03:13	62MB 	0.1575928938155081
Gen	Fittest  	F0QLam	Perfor	BestPrf  	F0QLam	Perfor	ZPC	ZFC	SC	NS	ES	SCT	SS	SA    	SNBP	GS      	Time	ETA      	Mem		Avg
60 	     3568	0.2396	0.2396	     3568	0.2396	0.2396	0	0	15	0	0	203164.1	1/37	58/61	0	15/19/25	909.994	1 08:10:57	75MB 	0.17435633084353278
61 	     3623	0.2234	0.2234	     3623	0.2234	0.2234	0	0	15	0	0	243796.9	1/37	59/62	0	17/19/23	884.854	1 08:10:26	58MB 	0.16117865548414342
62 	     1621	0.2319	0.2319	     1621	0.2319	0.2319	0	0	15	0	0	292556.3	1/37	60/63	0	16/18/23	890.199	1 08:09:38	71MB 	0.16216535077375524
63 	     1287	0.2480	0.2480	     1287	0.2480	0.2480	0	0	15	0	0	351067.6	1/37	61/64	0	17/20/23	898.170	1 08:09:10	67MB 	0.1688590786036323
64 	     3717	0.2078	0.2078	     3717	0.2078	0.2078	0	0	15	0	0	421281.1	1/37	62/65	0	17/20/23	910.858	1 08:10:02	32MB 	0.16022921309751623
